treat_cond,prop_teammates_other_caste,prop_opponents_other_caste,baseline_prop_other_caste_nbrs,baseline_bowl_test_speed,n_other_caste_friends,n_other_caste_future_friends,bins_teammates_other_caste,bins_opponents_other_caste,bin_midpoint_opponents
team_hom,0,0.75,0.40909090638160706,68,NA,NA,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.4000000059604645,0.5,101,5,12,50-75%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.8500000238418579,0.523809552192688,99,1,16,NA,"(0.8,0.975]",0.8523437511175871
team_mix,0.75,0.625,0.8333333134651184,98,0,0,50-75%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.13793103396892548,79,4,4,NA,NA,NA
team_mix,0.75,0.675000011920929,0.20930233597755432,89,3,4,50-75%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.6499999761581421,0.20930233597755432,73,0,0,NA,"(0.625,0.65]",0.6499999761581421
team_mix,0.5,0.800000011920929,0.29629629850387573,88,0,3,25-50%,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.20930233597755432,80,5,7,NA,NA,NA
control,NA,NA,0.641791045665741,85,9,20,NA,NA,NA
team_mix,0.25,0.699999988079071,0.8333333134651184,98,8,13,0-25%,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.75,0.29629629850387573,107,3,4,50-75%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.29629629850387573,97,1,1,NA,NA,NA
team_mix,0.5,0.5249999761581421,0.7272727489471436,85,1,3,25-50%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.6499999761581421,0.0476190485060215,93,4,9,25-50%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.0476190485060215,83,1,2,NA,NA,NA
team_hom,0,0.4749999940395355,0.5,84,7,12,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.699999988079071,0.29629629850387573,87,0,0,25-50%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.5,114,5,5,NA,NA,NA
control,NA,NA,0.5,86,0,0,NA,NA,NA
team_mix,0.75,0.7749999761581421,0.5,95,4,6,50-75%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.52173912525177,92,2,2,NA,NA,NA
team_mix,1,0.625,0.52173912525177,96,0,4,75-100%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.6499999761581421,0.7000000476837158,93,5,8,25-50%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.0476190485060215,95,4,16,NA,NA,NA
team_mix,1,0.75,0.7142857313156128,80,3,5,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.75,0.0476190485060215,97,6,16,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.574999988079071,0.0476190485060215,83,0,11,50-75%,"(0.525,0.575]",0.5640410944207074
team_mix,0.5,0.675000011920929,0.23529411852359772,79,0,0,25-50%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.29629629850387573,87,0,0,NA,NA,NA
team_mix,0.5,0.7250000238418579,0.5,75,1,3,25-50%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.13793103396892548,82,3,8,NA,NA,NA
control,NA,NA,0.7142857313156128,92,0,2,NA,NA,NA
control,NA,NA,0.20930233597755432,86,1,2,NA,NA,NA
control,NA,NA,0.40909090638160706,80,1,2,NA,NA,NA
team_hom,0,0.699999988079071,0.8928571343421936,99,0,3,NA,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.7250000238418579,0.7000000476837158,84,1,4,50-75%,"(0.7,0.725]",0.7250000238418579
team_mix,0.25,0.699999988079071,0.29629629850387573,103,0,0,0-25%,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.800000011920929,0.29629629850387573,100,0,0,25-50%,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.699999988079071,0.29629629850387573,110,0,0,25-50%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.641791045665741,98,6,25,NA,NA,NA
control,NA,NA,0.29629629850387573,75,0,1,NA,NA,NA
team_mix,0.75,0.4749999940395355,0.5,86,0,4,50-75%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.5249999761581421,0.9142857193946838,86,2,4,NA,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.625,0.13793103396892548,84,0,0,NA,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.20930233597755432,86,4,6,NA,NA,NA
control,NA,NA,0.20930233597755432,104,NA,NA,NA,NA,NA
team_hom,0,0.6499999761581421,0.52173912525177,78,1,9,NA,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.13793103396892548,85,2,2,NA,NA,NA
team_mix,0.75,0.44999998807907104,0.20930233597755432,99,0,1,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.13793103396892548,80,0,0,NA,NA,NA
team_mix,0.5,0.675000011920929,0.0476190485060215,76,4,9,25-50%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.0476190485060215,80,1,1,NA,NA,NA
team_hom,0,0.75,0.23529411852359772,94,0,0,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.625,0.20930233597755432,87,0,0,50-75%,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.550000011920929,0.5,97,4,15,50-75%,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.29629629850387573,59,0,1,NA,NA,NA
team_hom,0,0.4749999940395355,0.8888888955116272,99,3,9,NA,"(0.35,0.525]",0.49381187086058137
